timestamp,Position X,Position Y,Position Z,Orientation X,Orientation Y,Orientation Z,Orientation W
1714614008.6908302,0.5404428815839298,-0.3450988230698612,-0.1435394054129461,-0.06064738120779474,-0.01544859426419952,0.6833307307033428,0.7274217130140755
1714614012.6916895,0.6272772371229964,-0.08711143895095802,-0.20021092127751172,1.897677438735039e-05,0.000552044622236116,0.7110223401708168,0.7031692020165788
1714614013.956972,0.6273155882565246,-0.0873749566897704,-0.2001684082570756,0.00016037327869428166,0.0003611998065672198,0.7101338519581443,0.7040665850032932
1714614016.9611866,0.6271707464016923,-0.0876098834698259,-0.24808386019838138,0.000719707368872036,0.0006895487305452812,0.7100926392994219,0.70410755581561
1714614018.2216227,0.6272805739416882,-0.08785022986044676,-0.24808325081692814,0.0004915389575819752,0.0002150023791314148,0.709801379029317,0.7044016712725134
1714614060.5919976,0.5402929903220276,-0.34527196394680204,-0.1441425313278033,-0.060085288307956126,-0.014803913570512424,0.683146097087015,0.7276551465541387
1714614064.5956748,0.5549360615481346,-0.22467271264485617,-0.20024330294501577,0.00034000438943948986,0.0005795642697247858,0.6984123334513834,0.7156952989822318
1714614065.8577268,0.5550540076813048,-0.22491628930718288,-0.20010126597499128,7.027761069465204e-05,5.818918520433633e-05,0.6977718500850699,0.7163200659648833
1714614068.8593707,0.5549167841043706,-0.22507430671771228,-0.24832683520704224,0.0011357107692225588,0.0005186687065660525,0.6976348822070212,0.7164523796260415
1714614070.1186206,0.5549867308328679,-0.2250117368896758,-0.24818849012455274,0.0006338137773193673,0.00014203092414374294,0.6977691527066698,0.7163224048138717
1714614073.1237054,0.5551869811115409,-0.22504051356293955,-0.17964233805814556,-0.0012174449635360077,-0.0008115707394467203,0.6973713465090721,0.7167084932166071
1714614078.6894088,0.5491830882327453,0.3011637009579693,-0.17999035230612073,-0.00047505343974037857,8.904160477223648e-05,0.7082028586011437,0.7060088366762775
1714614082.692046,0.5498336562198943,0.30005704589260296,-0.24730627130221328,4.1470844188619475e-05,0.00047219949010140106,0.7073412025118323,0.7068721231856053
1714614087.9207165,0.5502715872325188,0.29994810220859325,-0.1798457567788361,-6.072463573331073e-05,-0.0009511217738593433,0.7068423649762731,0.7073704565181096
1714614093.4772332,0.6762617439193901,0.09726237191003934,-0.18001635673849845,0.00021367307670096985,-0.00012208731895051763,0.7064911013592414,0.7077218826196553
1714614097.4797661,0.6758995895409015,0.09798083476542228,-0.2474281203583393,0.00028853458053949225,0.00032315952058562626,0.7072304379216074,0.7069829700869261
1714614098.7427042,0.6759708015556415,0.0979593354619583,-0.2472974835578658,9.28361138224508e-05,0.000207687150918134,0.7071688605324822,0.7070446597922186
1714614101.7437367,0.6760617961807738,0.09807788934731759,-0.17980414184240925,-0.0006524949987577163,-0.0009333675054515998,0.7070707224225584,0.7071419210937913
1714614108.135367,0.5394560256393638,-0.3461725911776183,-0.1436964460437055,-0.06038930638365998,-0.01566956893141761,0.6820637887113062,0.7286265054283864
1714614167.2425048,0.5403713577556741,-0.34521251102253875,-0.14382431728240216,-0.0604588910903357,-0.014997590632893326,0.683191154363847,0.7275779280340554
1714614171.2517574,0.6342533082568179,-0.2071731709453084,-0.20014091111649124,0.0004208534268960672,0.0002569804094737202,0.6811090774088671,0.7321817953996836
1714614172.5132835,0.6342208908844481,-0.20732485454837704,-0.20010377733697313,0.0004253811499103195,2.322299609048965e-06,0.6804137311277483,0.7328280654684977
1714614175.51629,0.6340143353244226,-0.20749051871713517,-0.24815315447271696,0.000794667359017727,0.00047780692799489284,0.6802284635023086,0.7329995754743767
1714614176.7746542,0.6340401402469388,-0.20763235999495988,-0.24811193861077097,0.00038182537405738085,0.00019285677482202705,0.6800798776383032,0.7331378977021434
1714614179.7785392,0.6342377135611108,-0.20761986370230015,-0.17977390546269637,-0.001080834400299744,-0.0006467364227365109,0.6798584812133956,0.7333422523291657
1714614185.3333573,0.5707200416628166,0.025817541783016377,-0.18007150444079464,-0.0005687085586398783,0.00021797998299515935,0.3835376439617491,0.923525042822106
1714614189.3476815,0.5708083290881023,0.025339758688373404,-0.24751684887240666,3.561538711850833e-05,0.0007163028695516357,0.38277722759445343,0.9238403972964416
1714614190.608527,0.5709326231895882,0.025404750100538297,-0.2472953008473807,2.8310700317628587e-05,0.00029005822774189874,0.38274820935394743,0.9238526523754074
