timestamp,Object Number,X,Y,Z,Roll,Pitch,Yaw
1714630057.6662788,1.0,0.6346719099141632;-0.09974314678489866;-0.4522425638870168;0.04292189965691957;0.03917577582065427;1.5301593903604591,,
1714630057.7668047,2.0,0.5549624656883623;-0.2302532522811847;-0.4450983593383564;0.0012823120658765489;0.03229356840570909;1.5695692824795626,,
1714630057.8671503,3.0,0.5486340370279957;-0.12238790709617783;-0.44810432797446476;-0.07779171246971002;-0.003763411503586545;-1.6233297508112547,,
1714630057.967409,4.0,0.6242829452641228;-0.22680309845106172;-0.4400046646875987;-0.09153483318826319;0.017484061834547267;-1.5863200497054326,,
1714630734.9923809,1.0,0.5421288671680683;-0.11337434557288555;-0.44631399717760406;0.032463872420558045;0.028113176755617326;1.528741215320145,,
1714630735.0928023,2.0,0.6453892517267226;-0.11077483056431013;-0.4518351306829766;0.055771995394987575;0.005606276366565744;1.5938988108590035,,
1714630735.193248,3.0,0.5533997576709163;-0.2562075749338887;-0.448942872816888;0.04684852984882207;0.007537381893091818;1.5301420901532063,,
1714630735.2935529,4.0,0.6437346910523458;-0.2594035652879362;-0.4544319592276277;-0.03399750950881091;-0.024739636434827485;-1.5669918330678543,,
1714631052.578008,1.0,0.6322112812580676;-0.12896866119195408;-0.4448498861274948;0.03917054198223651;0.018443858242674065;1.5942118842365687,,
1714631052.678296,0.0,nan;nan;nan;0.0;0.0;0.0,,
1714631052.7787676,3.0,0.5589892814667897;-0.13089318717535608;-0.4723948983496284;-0.06956763840818346;-0.009042566815815676;-1.5910538709906177,,
1714631052.8793237,4.0,0.6257592079088672;-0.25094273042085563;-0.44363573917736965;-0.08926310376491646;-0.00025662335123157696;-1.554355737424138,,
1714631065.1508296,1.0,0.6353674891462343;-0.13212081202437256;-0.44583822569943704;0.05239032160304506;-0.009219674021187165;1.6076360995280412,,
1714631065.2512603,2.0,0.5519931208773312;-0.258885769832877;-0.4507829418579802;-0.040846756083145135;-0.0048116270436080605;-1.5765888910896384,,
1714631065.35164,3.0,0.5503897033483691;-0.13208173551980487;-0.4538160337855997;-0.04275055508856885;-0.029441629658452602;-1.5969045567239215,,
1714631065.4519994,4.0,0.6322473022808465;-0.2568395679145354;-0.4493535071580555;-0.059734925098011295;-0.024664692639010468;-1.5661074292968333,,
1714631338.049964,1.0,0.6311396687844405;-0.12620870092199693;-0.4484804393817391;0.043862801963338784;0.01424358095051436;1.594951415896835,,
1714631338.1503031,0.0,nan;nan;nan;0.0;0.0;0.0,,
1714631338.250737,3.0,0.5421898620051615;-0.12825210412896432;-0.4569786728837429;-0.015226421616010682;-0.0525926417873262;-1.5877198803074029,,
1714631338.3510833,4.0,0.6373651080808711;-0.24959260887154391;-0.4580651560557142;-0.01761456432436311;-0.05103463139386736;-1.5719176567865145,,
1714631348.379583,1.0,0.6358690828515361;-0.1294767657163778;-0.4522627519797461;0.024478965522399643;0.06227695425078244;1.5900435125050854,,
1714631348.4799283,2.0,0.545702419507382;-0.25658962464528484;-0.4518731741051508;0.07263344663724966;0.01584637109184649;1.4805813737381717,,
1714631348.5807698,3.0,0.542239664726782;-0.1313946710221092;-0.45433012320095223;-0.029925448064865138;0.032811666915664076;-1.543457805498625,,
1714631348.6813471,4.0,0.6292444911859527;-0.2482183319440805;-0.44288061018263714;-0.08935434882074657;-0.037338320267584886;-1.587557522962031,,
